,Batch Size,Avg Inference Time (s),Per Image Time (s),FPS,CPU (Lower Spec) Time (s),CPU (Lower Spec) Per Image (s),CPU (Lower Spec) FPS,CPU (Higher Spec) Time (s),CPU (Higher Spec) Per Image (s),CPU (Higher Spec) FPS,GPU (Entry Level) Time (s),GPU (Entry Level) Per Image (s),GPU (Entry Level) FPS,GPU (High End) Time (s),GPU (High End) Per Image (s),GPU (High End) FPS,TPU/Specialized Time (s),TPU/Specialized Per Image (s),TPU/Specialized FPS
0,1,0.07828195095062256,0.07828195095062256,12.774336713079164,0.1957048773765564,0.1957048773765564,5.109734685231666,0.04696917057037353,0.04696917057037353,21.290561188465272,0.023484585285186765,0.023484585285186765,42.581122376930544,0.007828195095062256,0.007828195095062256,127.74336713079163,0.003914097547531128,0.003914097547531128,255.48673426158325
1,4,0.07847118377685547,0.019617795944213867,50.9741258826246,0.19617795944213867,0.04904448986053467,20.389650353049838,0.04708271026611328,0.01177067756652832,84.956876471041,0.02354135513305664,0.00588533878326416,169.913752942082,0.007847118377685548,0.001961779594421387,509.74125882624594,0.003923559188842774,0.0009808897972106935,1019.4825176524919
2,8,0.081917142868042,0.01023964285850525,97.65965608550304,0.20479285717010498,0.025599107146263123,39.06386243420122,0.0491502857208252,0.00614378571510315,162.7660934758384,0.0245751428604126,0.003071892857551575,325.5321869516768,0.0081917142868042,0.001023964285850525,976.5965608550304,0.0040958571434021,0.0005119821429252625,1953.1931217100607
3,16,0.08453242778778076,0.005283276736736298,189.27647553395852,0.2113310694694519,0.013208191841840744,75.7105902135834,0.05071945667266846,0.0031699660420417787,315.46079255659754,0.02535972833633423,0.0015849830210208893,630.9215851131951,0.008453242778778076,0.0005283276736736298,1892.764755339585,0.004226621389389038,0.0002641638368368149,3785.52951067917
4,32,0.08315165837605794,0.0025984893242518106,384.8389872788615,0.20787914594014484,0.006496223310629526,153.9355949115446,0.04989099502563476,0.0015590935945510862,641.3983121314359,0.02494549751281738,0.0007795467972755431,1282.7966242628718,0.008315165837605795,0.0002598489324251811,3848.389872788615,0.004157582918802897,0.00012992446621259054,7696.77974557723
